,County,People 1 Mile and More,People 1/2 Mile and More,People 10 Miles and More,People 20 Miles and More,Population,State,Civilian labour force,Employed poulation,Rate of Unemployment,Unemployed population
1404,Karnes,3557.828945,4770.0797840000005,573.9839067,0.0,14824,TX,6421.0,6150.0,4.0,271.0
1405,Kauai,9284.709883,13025.07039,1.600782815,0.0,67091,HI,35153.0,33738.0,4.0,1415.0
1406,Kaufman,22690.83179,27358.03405,147.9012243,0.0,103350,TX,55017.0,52780.0,4.0,2237.0
1407,Kay,7733.308003,15776.96339,154.6854118,0.0,46562,OK,19196.0,18103.0,6.0,1093.0
1408,Kearney,930.6723661,1174.401963,190.25664740000002,0.0,6489,NE,3792.0,3708.0,2.0,84.0
1409,Kearny,510.2784964,1049.822683,106.8140496,7.363092905,3977,KS,2148.0,2081.0,3.0,67.0
1410,Keith,1201.0253810000002,1795.7624309999999,516.2199831,9.567655511,8368,NE,4684.0,4559.0,3.0,125.0
1411,Kemper,4856.673322,5511.351197999999,2080.0855699999997,0.0,10456,MS,3577.0,3207.0,10.0,370.0
1412,Kendall,8585.999806,12262.78799,10.20727967,0.0,114736,IL,66278.0,62846.0,5.0,3432.0
1413,Kendall,4386.994685000001,5927.813831,283.93136610000005,0.0,33410,TX,19145.0,18518.0,3.0,627.0
1414,Kenedy,141.543569,141.543569,137.84168569999997,35.05256633,416,TX,282.0,273.0,3.0,9.0
1415,Kennebec,21351.89877,31519.75852,620.7669082,0.0,122151,ME,61626.0,59013.0,4.0,2613.0
1416,Kenosha,15916.6958,33587.441080000004,0.0,0.0,166426,WI,87548.0,83085.0,5.0,4463.0
1417,Kent,23817.2904,38063.19027,0.0,0.0,162310,DE,76595.0,72470.0,5.0,4125.0
1418,Kent,3223.004036,4207.999169,5.685569778,0.0,20197,MD,10608.0,10043.0,5.0,565.0
1419,Kent,51554.08777,122499.5424,0.0,0.0,602622,MI,341904.0,329042.0,4.0,12862.0
1420,Kent,11475.482259999999,23497.11166,0.0,0.0,166158,RI,91018.0,85996.0,6.0,5022.0
1421,Kent,241.7637804,241.7637804,234.9829318,184.9250217,808,TX,497.0,484.0,3.0,13.0
1422,Kenton,14638.95849,29361.62293,0.0,0.0,159720,KY,82447.0,78780.0,4.0,3667.0
1423,Keokuk,2756.780275,2905.885849,881.3633262,0.0,10511,IA,5428.0,5195.0,4.0,233.0
1424,Kern,86713.2407,221463.5755,5377.04654,64.44615625,839631,CA,390873.0,350944.0,10.0,39929.0
1425,Kerr,13159.51019,16021.83525,478.9235585,44.16795194,49625,TX,21163.0,20386.0,4.0,777.0
1426,Kershaw,18610.44919,22062.0331,1518.617266,0.0,61697,SC,28945.0,27217.0,6.0,1728.0
1427,Kewaunee,2764.556233,3867.5550909999997,0.0,0.0,20574,WI,10901.0,10455.0,4.0,446.0
1428,Keweenaw,877.2646049000001,877.2646049000001,125.36710120000001,50.28324598,2156,MI,938.0,851.0,9.0,87.0
1429,Kidder,974.6310672000001,974.6310672000001,972.0309242999999,929.6316803,2435,ND,1343.0,1294.0,4.0,49.0
1430,Kimball,417.1412735,786.0567969,92.16286856,0.263406586,3821,NE,2051.0,1978.0,4.0,73.0
1431,Kimble,416.8503423,682.0988006,231.17406,8.994444083,4607,TX,1998.0,1926.0,4.0,72.0
1432,King,15.67123301,15.67123301,15.67123301,12.23523583,286,TX,200.0,193.0,4.0,7.0
1433,King,59287.13355,207299.2912,319.085827,191.49069319999998,1931249,WA,1178040.0,1127580.0,4.0,50460.0
1434,Kingfisher,2815.948836,4375.007216,517.3405238,0.0,15034,OK,8276.0,8016.0,3.0,260.0
1435,Kingman,1521.481015,2067.345828,638.0637472,0.0,7858,KS,3649.0,3491.0,4.0,158.0
1436,Kings,16777.35535,37512.37059,65.3244311,0.0,152982,CA,57873.0,51797.0,11.0,6076.0
1437,Kings,84.96729873,8185.115521,0.0,0.0,2504700,NY,1229405.0,1156891.0,6.0,72514.0
1438,Kingsbury,1116.489782,1144.690279,773.8276125,21.34113095,5148,SD,2748.0,2667.0,3.0,81.0
1439,Kinney,920.1591104,1274.3972119999999,81.20784675,5.7063902870000005,3598,TX,1184.0,1109.0,6.0,75.0
1440,Kiowa,498.1753612,498.1753612,498.1753612,484.08209139999997,1398,CO,791.0,770.0,3.0,21.0
1441,Kiowa,1067.5856410000001,1067.5856410000001,1064.132024,908.5019914999999,2553,KS,1448.0,1405.0,3.0,43.0
1442,Kiowa,2837.998164,3484.165707,1879.966557,31.04537215,9446,OK,4163.0,3969.0,5.0,194.0
1443,Kitsap,26619.89655,42747.75673,1.139179716,0.0,251133,WA,115357.0,108912.0,6.0,6445.0
1444,Kittitas,8114.260503,13064.97379,435.2582977,1.6718784919999998,40915,WA,20847.0,19544.0,6.0,1303.0
1445,Kittson,782.2228748,897.9960199,374.53677789999995,27.65996008,4552,MN,2473.0,2359.0,5.0,114.0
1446,Klamath,12757.33816,19867.25791,4422.377532,2639.377688,66380,OR,28661.0,26427.0,8.0,2234.0
1447,Kleberg,7005.367173999999,12907.512490000001,485.26103430000006,0.0,32061,TX,14385.0,13537.0,6.0,848.0
1448,Klickitat,5218.669743,6391.825322,1227.196942,195.90767780000002,20318,WA,9458.0,8775.0,7.0,683.0
1449,Knott,7626.68978,7989.831071,26.65240429,0.0,16346,KY,4818.0,4337.0,10.0,481.0
1450,Knox,4818.615306000001,11558.50447,622.1168146000001,0.0,52919,IL,23199.0,21787.0,6.0,1412.0
1451,Knox,5479.402055,11245.20055,135.158573,0.0,38440,IN,19027.0,18154.0,5.0,873.0
1452,Knox,12257.03147,15219.47591,332.8820423,0.0,31883,KY,9772.0,8975.0,8.0,797.0
1453,Knox,8012.766764,10045.72959,463.2261631,0.0,39736,ME,20475.0,19635.0,4.0,840.0
1454,Knox,1538.528955,1716.295725,440.2785529,0.0,4131,MO,1963.0,1887.0,4.0,76.0
1455,Knox,2886.142633,3093.188984,2507.570364,607.9023123,8701,NE,4717.0,4566.0,3.0,151.0
1456,Knox,11587.8863,16532.93742,237.1072944,0.0,60921,OH,31227.0,29779.0,5.0,1448.0
1457,Knox,63027.73874,114215.0809,0.0,0.0,432226,TN,228031.0,217386.0,5.0,10645.0
1458,Knox,522.8340291999999,873.9849227,225.4743255,36.10981858,3719,TX,1680.0,1617.0,4.0,63.0
1459,Koochiching,2895.857242,3789.6507079999997,1230.337668,408.44909839999997,13311,MN,6253.0,5747.0,8.0,506.0
1460,Kootenai,22411.50332,35348.42388,917.4096463999999,0.0,138494,ID,71550.0,67880.0,5.0,3670.0
1461,Kosciusko,17699.844409999998,20714.50373,541.7860357000001,0.0,77358,IN,40662.0,39008.0,4.0,1654.0
1462,Kossuth,2669.362631,3687.3386060000003,1483.031984,5.969691715,15543,IA,8839.0,8585.0,3.0,254.0
1463,LaGrange,13022.003709999999,14010.892730000001,161.53129769999998,0.0,37128,IN,18900.0,18209.0,4.0,691.0
1464,LaMoure,1115.5426400000001,1115.5426400000001,1115.5045810000001,799.0923280000001,4139,ND,2272.0,2216.0,3.0,56.0
1465,LaPorte,17895.34476,28373.655939999997,412.1471127,0.0,111467,IN,48522.0,45477.0,6.0,3045.0
1466,Labette,3802.5708950000003,6683.643379,525.5244798,0.0,21607,KS,10753.0,10137.0,6.0,616.0
1467,Lackawanna,15357.76733,44877.7459,0.0,0.0,214437,PA,106408.0,100205.0,6.0,6203.0
1468,Laclede,10101.194309999999,12234.57337,1183.630553,20.36487591,35571,MO,15940.0,14928.0,6.0,1012.0
1469,Lafayette,2270.254243,2994.803529,678.6761740000001,0.0,7645,AR,2617.0,2418.0,8.0,199.0
1470,Lafayette,2321.71702,2544.028813,143.6914495,0.0,8870,FL,3204.0,3057.0,5.0,147.0
1471,Lafayette,29166.7532,55366.345,0.0,0.0,221578,LA,120282.0,113456.0,6.0,6826.0
1472,Lafayette,5895.391293,7891.543545,499.2582312,0.0,33381,MO,17186.0,16353.0,5.0,833.0
1473,Lafayette,15250.93848,19106.036969999997,914.4274810000001,0.0,47351,MS,24447.0,23112.0,6.0,1335.0
1474,Lafayette,4117.860693,4581.942895,702.6926178,0.0,16836,WI,9755.0,9397.0,4.0,358.0
1475,Lafourche,19868.02069,28685.96956,14.06807642,0.0,96318,LA,46710.0,44181.0,5.0,2529.0
1476,Lake,14900.08954,21390.80777,22.82749406,9.675057937,64665,CA,29060.0,26852.0,8.0,2208.0
1477,Lake,3033.786701,3105.840609,64.00163984,0.0,7310,CO,4566.0,4389.0,4.0,177.0
1478,Lake,57956.21513,77076.37289,430.1153005,0.0,297052,FL,140801.0,133031.0,6.0,7770.0
1479,Lake,41825.66148,96283.23024,0.0,0.0,703462,IL,367049.0,347276.0,5.0,19773.0
1480,Lake,45598.317039999994,107523.1212,0.0,0.0,496005,IN,229689.0,214013.0,7.0,15676.0
1481,Lake,4829.095754,5261.65902,809.5630931,0.0,11539,MI,3672.0,3357.0,9.0,315.0
1482,Lake,1236.672064,2106.202112,222.4001767,33.20040257,10866,MN,5610.0,5342.0,5.0,268.0
1483,Lake,1236.672064,2106.202112,222.4001767,33.20040257,10866,MN,2422.0,2315.0,4.0,107.0
1484,Lake,8897.601035,11257.03013,1451.301631,2.6964896769999998,28746,MT,12677.0,12044.0,5.0,633.0
1485,Lake,19795.94195,36792.84459,0.0,0.0,230041,OH,123466.0,117878.0,5.0,5588.0
1486,Lake,2267.705716,2721.014999,1647.099094,1465.345474,7895,OR,3436.0,3173.0,8.0,263.0
1487,Lake,1217.119915,2697.842202,303.4800865,0.0,11200,SD,6498.0,6262.0,4.0,236.0
1488,Lake,1829.239643,2520.109181,6.763726232000001,0.0,7832,TN,1968.0,1800.0,9.0,168.0
1489,Lamar,5113.0037600000005,6133.15981,52.19318532,0.0,14564,AL,5615.0,5260.0,6.0,355.0
1490,Lamar,5264.242888000001,6717.021145000001,0.40281751299999996,0.0,18317,GA,7682.0,7092.0,8.0,590.0
1491,Lamar,11763.80637,16367.20222,830.6258015999999,0.0,55658,MS,28902.0,27511.0,5.0,1391.0
1492,Lamar,11074.9044,16501.13237,3311.470411,1.337033946,49793,TX,22164.0,21107.0,5.0,1057.0
1493,Lamb,1940.228381,4065.7126479999997,111.27300179999999,0.0,13977,TX,5504.0,5013.0,9.0,491.0
1494,Lamoille,5197.231659,6423.999329,109.47299070000001,0.0,24475,VT,13769.0,13130.0,5.0,639.0
1495,Lampasas,4675.698592,5934.846115,1089.0510789999998,29.49809371,19677,TX,9048.0,8651.0,4.0,397.0
1496,Lancaster,12750.8626,55071.69007999999,786.0157211000001,0.0,285407,NE,167490.0,163068.0,3.0,4422.0
1497,Lancaster,59050.26999,98968.54699,0.0,0.0,519445,PA,275981.0,264626.0,4.0,11355.0
1498,Lancaster,19476.80227,25642.52083,139.13047580000003,0.0,76652,SC,36712.0,34404.0,6.0,2308.0
1499,Lancaster,2805.690098,3052.275305,28.10349242,0.0,11391,VA,5130.0,4791.0,7.0,339.0
1500,Lander,623.6535092,849.204248,242.5943383,159.57156569999998,5775,NV,3282.0,3064.0,7.0,218.0
1501,Lane,638.6502016,638.6502016,638.6502016,544.6646278,1750,KS,878.0,849.0,3.0,29.0
1502,Lane,34145.320230000005,77059.59062,3296.609223,0.056880383,351715,OR,172546.0,162505.0,6.0,10041.0
1503,Langlade,3649.2811469999997,5653.377021,1689.3408359999999,0.0,19977,WI,9483.0,8906.0,6.0,577.0
1504,Lanier,3032.8331,4510.308027,60.18433747,0.0,10078,GA,3782.0,3530.0,7.0,252.0
1505,Lapeer,17402.49667,21063.15581,0.0,0.0,88319,MI,39712.0,36846.0,7.0,2866.0
1506,Laramie,7936.155348,17872.332280000002,999.9989081,66.95934658,91738,WY,48727.0,46788.0,4.0,1939.0
1507,Larimer,25043.33871,64354.09474,977.37406,407.64939389999995,299630,CO,180520.0,174549.0,3.0,5971.0
1508,Larue,3699.976885,5142.0395,80.61978917,0.0,14193,KY,5858.0,5560.0,5.0,298.0
1509,Lassen,12105.44949,13529.87192,2270.548243,1386.562885,34895,CA,10783.0,10004.0,7.0,779.0
1510,Latah,4024.772342,8792.804245000001,1233.291011,0.0,37244,ID,19460.0,18779.0,4.0,681.0
1511,Latimer,3231.0367149999997,3899.118537,818.1887686000001,0.0,11154,OK,3862.0,3548.0,8.0,314.0
1512,Lauderdale,19829.599290000002,29301.432569999997,614.4858436000001,0.0,92709,AL,42649.0,39687.0,7.0,2962.0
1513,Lauderdale,20632.02985,30083.4967,1167.898677,0.0,80261,MS,31661.0,29585.0,7.0,2076.0
1514,Lauderdale,8059.274077,10906.64186,20.48881308,0.0,27815,TN,9580.0,8733.0,9.0,847.0
1515,Laurel,19842.25375,24390.03599,80.35877665,0.0,58849,KY,23480.0,22022.0,6.0,1458.0
1516,Laurens,13444.44779,17977.272090000002,382.910339,0.0,48434,GA,18642.0,17235.0,8.0,1407.0
1517,Laurens,23965.53116,27340.59524,15.86463179,0.0,66537,SC,30282.0,28304.0,7.0,1978.0
1518,Lavaca,4094.162335,5553.49094,731.0577889,0.919559894,19263,TX,8798.0,8465.0,4.0,333.0
1519,Lawrence,11585.72952,12768.99092,475.06722469999994,0.0,34339,AL,13673.0,12616.0,8.0,1057.0
1520,Lawrence,5122.452322,6971.175826000001,2138.650596,0.0,17415,AR,7046.0,6623.0,6.0,423.0
1521,Lawrence,4131.554053,4562.769203,15.05278664,0.0,16833,IL,6142.0,5706.0,7.0,436.0
1522,Lawrence,10545.530359999999,14299.96921,330.7393367,0.0,46134,IN,20278.0,18949.0,7.0,1329.0
1523,Lawrence,6262.855743,7735.528798,920.279472,0.0,15860,KY,5128.0,4653.0,9.0,475.0
1524,Lawrence,9768.602861,13904.114880000001,272.5455374,0.0,38634,MO,17888.0,17011.0,5.0,877.0
1525,Lawrence,4774.182152,5192.055119,1193.563316,0.0,12929,MS,4745.0,4403.0,7.0,342.0
1526,Lawrence,14162.439919999999,19728.72224,1336.24011,0.0,62450,OH,24897.0,23438.0,6.0,1459.0
1527,Lawrence,22149.22712,28348.359819999998,0.0,0.0,91108,PA,42110.0,39454.0,6.0,2656.0
1528,Lawrence,3647.6247700000004,5994.5624,173.7523862,0.001581795,24097,SD,12712.0,12296.0,3.0,416.0
1529,Lawrence,14053.83787,16656.71476,617.1593372000001,0.0,41869,TN,17691.0,16525.0,7.0,1166.0
1530,Lea,8491.662295,19991.74115,821.5939717,620.4343809,64727,NM,29783.0,27941.0,6.0,1842.0
1531,Leake,10663.65128,11883.890959999999,1333.434207,0.0,23805,MS,7890.0,7405.0,6.0,485.0
1532,Leavenworth,7500.683062,14414.45808,58.20885716,0.0,76227,KS,35272.0,33686.0,5.0,1586.0
1533,Lebanon,13551.9528,22977.14985,0.0,0.0,133568,PA,70063.0,66890.0,5.0,3173.0
1534,Lee,33032.808730000004,46221.39138,180.50697240000002,0.0,140247,AL,70859.0,67140.0,5.0,3719.0
1535,Lee,4596.2653740000005,5992.5901810000005,582.1241545,0.0,10424,AR,3180.0,2968.0,7.0,212.0
1536,Lee,91690.632,156785.7578,0.0,0.0,618754,FL,319381.0,302883.0,5.0,16498.0
1537,Lee,4224.3996560000005,5637.287641,2.98831718,0.0,28298,GA,14130.0,13379.0,5.0,751.0
1538,Lee,4700.4956649999995,7763.083433,730.1448861,0.0,35862,IA,18283.0,17293.0,5.0,990.0
1539,Lee,5499.517857,7727.4399650000005,221.95468680000002,0.0,36031,IL,17839.0,16887.0,5.0,952.0
1540,Lee,3630.895568,4127.966496,0.504143824,0.0,7887,KY,2072.0,1900.0,8.0,172.0
1541,Lee,20339.7155,27907.16877,0.0,0.0,82910,MS,39860.0,37648.0,6.0,2212.0
1542,Lee,14660.95261,19890.78777,0.0,0.0,57866,NC,26090.0,24208.0,7.0,1882.0
1543,Lee,8721.352942,10023.58523,506.81366569999994,0.0,19220,SC,6459.0,5915.0,8.0,544.0
1544,Lee,2854.3213140000003,4052.228907,337.04947169999997,0.0,16612,TX,9294.0,8964.0,4.0,330.0
1545,Lee,8612.978777,9566.861564,0.0,0.0,25587,VA,8572.0,7952.0,7.0,620.0
1546,Leelanau,4508.678116,4785.409477,865.1715569,0.0,21708,MI,10566.0,10009.0,5.0,557.0
1547,Leflore,10617.00807,18831.76394,1051.386149,0.0,32317,MS,10491.0,9362.0,11.0,1129.0
1548,Lehigh,20812.5614,56982.518220000005,65.93570273,0.0,349497,PA,185778.0,175869.0,5.0,9909.0
1549,Lemhi,2691.288395,3213.528392,1033.601105,506.61223739999997,7936,ID,3376.0,3137.0,7.0,239.0
1550,Lenawee,18499.172980000003,24385.80518,2.4910122230000002,0.0,99892,MI,47393.0,45018.0,5.0,2375.0
1551,Lenoir,14206.087980000002,19188.90857,0.0,0.0,59495,NC,27741.0,25980.0,6.0,1761.0
1552,Leon,32607.69568,73839.35727000001,282.9553039,0.0,275487,FL,147573.0,140142.0,5.0,7431.0
1553,Leon,4859.038711,5688.615614,1312.1596710000001,0.0,16801,TX,6927.0,6558.0,5.0,369.0
1554,Leslie,6024.300621,6324.382364,212.3807423,0.0,11310,KY,2932.0,2612.0,11.0,320.0
1555,Letcher,9436.445131,10603.54516,0.0,0.0,24519,KY,6859.0,6092.0,11.0,767.0
1556,Levy,14664.42603,16735.186840000002,1797.794825,231.75294449999998,40801,FL,16448.0,15496.0,6.0,952.0
1557,Lewis,1018.2843119999999,1243.983284,721.2988749,21.13782182,3821,ID,1590.0,1498.0,6.0,92.0
1558,Lewis,5691.389913,6637.746094,112.99759350000001,0.0,13870,KY,5054.0,4629.0,8.0,425.0
1559,Lewis,3265.514672,3747.3983270000003,1654.045583,22.15729781,10211,MO,5214.0,4958.0,5.0,256.0
1560,Lewis,8225.491212,9076.920434,1471.747196,0.0,27087,NY,11834.0,11016.0,7.0,818.0
1561,Lewis,3551.795283,4587.963398,21.07389284,0.0,12161,TN,4796.0,4446.0,7.0,350.0
1562,Lewis,16227.39463,21139.66555,2159.193969,0.027363347000000003,75455,WA,31232.0,28588.0,9.0,2644.0
1563,Lewis,5056.201946,6043.447124,321.60731489999995,0.0,16372,WV,6962.0,6387.0,8.0,575.0
1564,Lexington,44568.14248,63427.17072,18.547448499999998,0.0,262391,SC,145391.0,138363.0,5.0,7028.0
1565,Lexington,10.56951135,668.7475129,0.0,0.0,7042,VA,2252.0,2098.0,7.0,154.0
1566,Liberty,2981.703307,3325.26792,648.0467347,0.738293785,8365,FL,2638.0,2483.0,6.0,155.0
1567,Liberty,18128.074259999998,23775.26286,65.97858193,0.0,63453,GA,24973.0,23396.0,6.0,1577.0
1568,Liberty,576.5579703,810.3520413,459.6293132,276.384166,2339,MT,984.0,958.0,3.0,26.0
1569,Liberty,19908.01565,23692.25024,2616.106478,0.0,75643,TX,30920.0,28789.0,7.0,2131.0
1570,Licking,18984.63979,32550.007889999997,73.70081032,0.0,166492,OH,86932.0,83077.0,4.0,3855.0
1571,Limestone,20077.224830000003,23849.31112,159.8895571,0.0,82782,AL,39948.0,37757.0,6.0,2191.0
1572,Limestone,4561.864708,7389.778739,1489.962825,0.0,23384,TX,8572.0,8143.0,5.0,429.0
1573,Lincoln,7400.248688,7468.256149,2916.100405,0.0,14134,AR,4126.0,3873.0,6.0,253.0
1574,Lincoln,866.9334802999999,1285.4353609999998,369.66456610000006,200.92171100000002,5467,CO,2169.0,2095.0,3.0,74.0
1575,Lincoln,2965.314264,3404.8841820000002,281.51320110000006,0.0,7996,GA,3365.0,3138.0,7.0,227.0
1576,Lincoln,2188.249188,2188.249188,2123.301356,473.80858279999995,5208,ID,2639.0,2518.0,5.0,121.0
1577,Lincoln,543.385387,656.6847118,277.2916513,1.2678373090000001,3241,KS,1798.0,1736.0,3.0,62.0
1578,Lincoln,9840.424473000001,10985.44163,311.175871,0.0,24742,KY,9011.0,8402.0,7.0,609.0
1579,Lincoln,14746.07968,18190.24775,327.9572288,0.0,46735,LA,21098.0,19621.0,7.0,1477.0
1580,Lincoln,8652.309699,9620.984472,502.9232437,0.0,34457,ME,16727.0,15983.0,4.0,744.0
1581,Lincoln,1539.8828640000002,1539.8828640000002,1493.109025,482.31735819999994,5896,MN,3392.0,3273.0,4.0,119.0
1582,Lincoln,13108.78016,14709.74391,696.0936857,0.0,52566,MO,26966.0,25572.0,5.0,1394.0
1583,Lincoln,11058.15915,13845.65815,1871.9998620000001,0.0,34869,MS,14225.0,13363.0,6.0,862.0
1584,Lincoln,5502.871581,7261.878454000001,1094.207496,275.14327260000005,19687,MT,7795.0,7009.0,10.0,786.0
1585,Lincoln,20461.72418,24293.07043,0.0,0.0,78265,NC,40614.0,38408.0,5.0,2206.0
1586,Lincoln,4104.068343,8390.870883,940.4471437999999,311.4918322,36288,NE,18535.0,17998.0,3.0,537.0
1587,Lincoln,6379.42186,7155.688805,1243.449903,288.9587723,20497,NM,8655.0,8157.0,6.0,498.0
1588,Lincoln,1849.320949,1849.320949,1849.320949,1849.320949,5345,NV,1971.0,1852.0,6.0,119.0
1589,Lincoln,10338.25077,11846.523220000001,2712.595592,0.0,34273,OK,15877.0,15135.0,5.0,742.0
1590,Lincoln,8507.720491,11298.54138,466.57675070000005,0.0,46034,OR,20521.0,19157.0,7.0,1364.0
1591,Lincoln,5072.954261,6555.755542,9.490809552,0.0,44828,SD,30397.0,29712.0,2.0,685.0
1592,Lincoln,8792.754639,10250.266609999999,1572.661918,0.0,33361,TN,15117.0,14390.0,5.0,727.0
1593,Lincoln,2648.171918,2964.733671,2362.163,657.8435883999999,10570,WA,4877.0,4590.0,6.0,287.0
1594,Lincoln,4556.361989999999,6766.55727,566.9632679,0.0,28743,WI,15270.0,14507.0,5.0,763.0
1595,Lincoln,9168.43017,10424.649159999999,0.0,0.0,21720,WV,7338.0,6622.0,10.0,716.0
1596,Lincoln,3512.2845399999997,4282.845509000001,466.9663017,274.5317978,18106,WY,8431.0,8032.0,5.0,399.0
1597,Linn,18291.414269999997,37652.57516,0.256060032,0.0,211226,IA,120278.0,115690.0,4.0,4588.0
1598,Linn,2410.20231,2664.8154059999997,1017.902101,0.0,9656,KS,4328.0,4051.0,6.0,277.0
1599,Linn,2456.219423,3492.221824,938.7927197,0.0,12761,MO,5244.0,4876.0,7.0,368.0
1600,Linn,19204.07429,31205.50869,1183.1693779999998,0.5406800420000001,116672,OR,55192.0,51482.0,7.0,3710.0
1601,Lipscomb,1031.104775,1031.104775,1031.100915,456.544708,3302,TX,1723.0,1656.0,4.0,67.0
1602,Litchfield,13195.531359999999,20632.27174,0.520586792,0.0,189927,CT,105607.0,100157.0,5.0,5450.0
1603,Livingston,5689.3264469999995,8461.226546,293.0161659,0.0,38950,IL,17243.0,16315.0,5.0,928.0
1604,Livingston,3112.8815170000003,3346.756193,73.66913874,0.0,9519,KY,3685.0,3420.0,7.0,265.0
1605,Livingston,27212.74987,34391.92605,331.44932610000006,0.0,128026,LA,68399.0,64895.0,5.0,3504.0
1606,Livingston,19335.766509999998,26020.728180000002,0.0,0.0,180967,MI,96400.0,91931.0,5.0,4469.0
1607,Livingston,2329.3203989999997,4472.634635,245.9683775,0.0,15195,MO,7307.0,6996.0,4.0,311.0
1608,Livingston,13599.760330000001,16587.7418,0.0,0.0,65393,NY,31425.0,29776.0,5.0,1649.0
1609,Llano,4743.751956,5851.931006,664.9234861000001,0.136829346,19301,TX,8142.0,7797.0,4.0,345.0
1610,Logan,6861.523612000001,8271.284931,563.0951627999999,0.0,22353,AR,9162.0,8636.0,6.0,526.0
1611,Logan,2889.141438,4730.037751,1068.114407,123.8008246,22709,CO,10928.0,10595.0,3.0,333.0
1612,Logan,3454.1516490000004,5356.313400999999,1125.189612,0.0,30305,IL,13008.0,12305.0,5.0,703.0
1613,Logan,249.7332642,567.5163492,164.9762854,100.2930392,2756,KS,1756.0,1713.0,2.0,43.0
1614,Logan,7996.591386,9375.086728,157.0879716,0.0,26835,KY,11682.0,11132.0,5.0,550.0
1615,Logan,654.1499691,654.1499691,625.1942163,322.0727682,1990,ND,948.0,921.0,3.0,27.0
1616,Logan,199.1407604,199.1407604,199.1407604,197.65029719999998,763,NE,492.0,478.0,3.0,14.0
1617,Logan,7211.2126,11475.45931,32.68908633,0.0,45858,OH,23096.0,22124.0,4.0,972.0
1618,Logan,11326.94538,13208.245490000001,1664.763777,0.0,41848,OK,21473.0,20655.0,4.0,818.0
1619,Logan,12805.72648,15353.315669999998,3.994893875,0.0,36743,WV,11469.0,10181.0,11.0,1288.0
1620,Long,6587.140378,6587.140378,295.96428660000004,0.0,14464,GA,7086.0,6670.0,6.0,416.0
1621,Lonoke,13932.83519,17872.25258,537.8591446,0.0,68356,AR,33000.0,31618.0,4.0,1382.0
1622,Lorain,30578.938889999998,63057.84861,0.0,0.0,301356,OH,149794.0,141416.0,6.0,8378.0
1623,Loudon,12149.60995,14306.955619999999,0.0,0.0,48556,TN,21899.0,20674.0,6.0,1225.0
1624,Loudoun,4257.443126,14856.0906,2.197470194,0.0,312311,VA,200054.0,192918.0,4.0,7136.0
1625,Louisa,2642.748366,3521.4231170000003,41.50565103,0.0,11387,IA,6029.0,5799.0,4.0,230.0
1626,Louisa,7937.344554,8405.671666,268.7566475,0.0,33153,VA,18790.0,17993.0,4.0,797.0
1627,Loup,292.6110251,292.6110251,234.4491861,60.703645200000004,632,NE,379.0,365.0,4.0,14.0
1628,Love,2629.7202230000003,3398.30653,706.8498448,0.0,9423,OK,5978.0,5765.0,4.0,213.0
1629,Loving,0.0,0.0,0.0,0.0,82,TX,77.0,73.0,5.0,4.0
1630,Lowndes,6083.678646,6092.881892,2962.513063,0.0,11299,AL,3827.0,3385.0,12.0,442.0
1631,Lowndes,23002.63789,42424.6374,21.2412138,0.0,109233,GA,50366.0,47392.0,6.0,2974.0
1632,Lowndes,15608.68855,20921.78569,131.2231353,0.0,59779,MS,25122.0,23358.0,7.0,1764.0
1633,Lubbock,41120.131669999995,87522.39705,122.7990882,0.0,278831,TX,149461.0,144381.0,3.0,5080.0
1634,Lucas,2205.057046,3104.431339,225.3975617,0.0,8898,IA,4405.0,4248.0,4.0,157.0
1635,Lucas,28269.033839999996,101848.3637,0.0,0.0,441815,OH,208736.0,197666.0,5.0,11070.0
1636,Luce,1187.421475,1579.497027,298.5476199,33.22335378,6631,MI,2455.0,2284.0,7.0,171.0
1637,Lumpkin,9035.663347,10152.45154,13.94211367,0.0,29966,GA,15321.0,14494.0,5.0,827.0
1638,Luna,9007.182352,13345.57862,1876.697975,1256.1215960000002,25095,NM,10993.0,9092.0,17.0,1901.0
1639,Lunenburg,4968.312538,5954.766643,1.543561785,0.0,12914,VA,5284.0,5014.0,5.0,270.0
1640,Luzerne,32507.31192,67740.11026,0.022529462000000004,0.0,320918,PA,158764.0,148514.0,7.0,10250.0
1641,Lycoming,18887.1708,34657.096410000006,1478.124887,0.0,116111,PA,60904.0,57216.0,6.0,3688.0
1642,Lyman,1564.5706810000001,1620.772487,787.4259359,468.0339222,3755,SD,1790.0,1706.0,5.0,84.0
1643,Lynchburg,9936.499261,24668.210759999998,0.0,0.0,75568,VA,35627.0,33633.0,6.0,1994.0
1644,Lynn,1412.913417,1887.2971489999998,908.3172751,0.0,5915,TX,2760.0,2649.0,4.0,111.0
1645,Lyon,2515.145728,2855.578154,559.8043305,0.0,11581,IA,7068.0,6925.0,2.0,143.0
1646,Lyon,3089.837984,7951.215814,803.2997295,0.0,33690,KS,16637.0,15924.0,4.0,713.0
1647,Lyon,2232.6151370000002,2462.640469,24.8133667,0.0,8314,KY,2955.0,2790.0,6.0,165.0
1648,Lyon,3332.310849,6309.429174,1347.767154,0.788831944,25857,MN,15286.0,14796.0,3.0,490.0
1649,Lyon,13747.592169999998,15632.789169999998,2141.36969,78.5998155,51980,NV,21895.0,19857.0,9.0,2038.0
