Unnamed: 0_x,County,People 1 Mile and More,People 1/2 Mile and More,People 10 Miles and More,People 20 Miles and More,Population,State,Unnamed: 0_y,Civilian labour force,Employed poulation,Rate of Unemployment,Unemployed population
0,Abbeville,9451.794654000001,10638.20832,2422.056046,0.0,25417,SC,2360,10349.0,9637.0,7.0,712.0
1,Acadia,11284.81213,17453.87802,233.7670294,0.0,61773,LA,1135,25858.0,24088.0,7.0,1770.0
2,Accomack,10809.97223,11984.53711,252.378241,0.0,33164,VA,2870,15877.0,15012.0,5.0,865.0
3,Ada,28009.707110000003,76201.38101,48.99173978,0.532825746,392365,ID,567,217052.0,209058.0,4.0,7994.0
4,Adair,1358.349543,1541.07575,157.9810003,0.0,7682,IA,808,4226.0,4089.0,3.0,137.0
5,Adair,7112.8246,8161.16748,551.0133848999999,0.0,18656,KY,1014,6946.0,6429.0,7.0,517.0
6,Adair,5490.2108880000005,9071.183748000001,422.7315333000001,0.0,25607,MO,1512,10446.0,9858.0,6.0,588.0
7,Adair,9564.539217,11044.654690000001,531.1358378000001,0.0,22683,OK,2171,8165.0,7669.0,6.0,496.0
8,Adams,27188.67653,92400.38141,159.95362869999997,6.797278039,441603,CO,254,247717.0,236940.0,4.0,10777.0
9,Adams,714.9917522000001,1008.8390390000001,71.27473093,0.0,4029,IA,809,2292.0,2227.0,3.0,65.0
10,Adams,962.289276,1037.9161589999999,163.7263572,15.64253475,3976,ID,568,1715.0,1583.0,8.0,132.0
11,Adams,6741.466969,13915.32439,875.151678,0.0,67103,IL,612,32515.0,30895.0,5.0,1620.0
12,Adams,9071.067385,12052.88601,2.9136595130000003,0.0,34387,IN,715,16900.0,16254.0,4.0,646.0
13,Adams,11784.80643,15750.42266,317.92887410000003,0.419748515,32297,MS,1429,11414.0,10503.0,8.0,911.0
14,Adams,498.3589971,625.3789013999999,254.40387709999996,7.469743002,2343,ND,2028,1109.0,1077.0,3.0,32.0
15,Adams,4054.091625,7580.807572,297.37114239999994,0.0,31364,NE,1685,16611.0,16091.0,3.0,520.0
16,Adams,9628.227157,11311.30075,479.355533,0.0,28550,OH,2082,10681.0,9842.0,8.0,839.0
17,Adams,15604.99477,19724.083919999997,0.0,0.0,101407,PA,2286,54988.0,52677.0,4.0,2311.0
18,Adams,5143.864867,7323.655247,701.9543808999999,121.32756509999999,18728,WA,3004,8618.0,8018.0,7.0,600.0
19,Adams,6405.854768,7207.217933,1249.543977,0.0,20875,WI,3100,8335.0,7730.0,7.0,605.0
20,Addison,6258.88867,8403.893604,9.336153158,0.0,36821,VT,2855,20682.0,19964.0,4.0,718.0
21,Aiken,33843.36756,48193.81292,893.4793619999999,0.0,160099,SC,2361,73925.0,69577.0,6.0,4348.0
22,Aitkin,5008.851718999999,5770.868614999999,1944.2919940000002,63.63166869,16202,MN,1341,6871.0,6423.0,7.0,448.0
23,Alachua,34761.3219,76529.32897999999,82.20979709999999,0.0,247336,FL,334,129509.0,123529.0,5.0,5980.0
24,Alamance,32736.36652,48403.18819,920.2162992999998,0.0,151131,NC,1927,77289.0,73147.0,5.0,4142.0
25,Alameda,27326.01862,160532.2577,7.479724854,0.0,1510271,CA,195,823130.0,784217.0,5.0,38913.0
26,Alamosa,2224.688841,3917.336496,316.6867557,17.57329526,15445,CO,255,7649.0,7254.0,5.0,395.0
27,Albany,19820.82709,50369.63185,153.74643989999998,0.0,304204,NY,1864,159383.0,152461.0,4.0,6922.0
28,Albany,5591.793137,12211.15865,359.6098061,243.1887759,36299,WY,3173,20681.0,20027.0,3.0,654.0
29,Albemarle,9819.657623000001,16078.519369999998,69.54222849,0.0,98970,VA,2871,53914.0,51809.0,4.0,2105.0
30,Alcona,4034.146554,4155.143457,508.01128969999996,0.0,10942,MI,1257,3799.0,3494.0,8.0,305.0
31,Alcorn,11926.95186,14665.70452,392.1363515,0.0,37057,MS,1430,15724.0,14837.0,6.0,887.0
32,Aleutians East,1235.612066,1500.330612,699.7189612000001,640.0997863,3141,AK,,,,,
33,Aleutians West,1569.045516,2029.884594,400.7432022,396.30057220000003,5561,AK,,,,,
34,Alexander,2622.2333289999997,3199.86687,1408.553069,0.0,8238,IL,613,2291.0,2081.0,9.0,210.0
35,Alexander,11471.9224,12844.0135,21.00158226,0.0,37198,NC,1928,17539.0,16675.0,5.0,864.0
36,Alexandria,0.0,4403.8639299999995,0.0,0.0,139966,VA,2965,94154.0,91055.0,3.0,3099.0
37,Alfalfa,1356.979924,1632.501143,1045.5738119999999,0.0,5642,OK,2172,3164.0,3070.0,3.0,94.0
38,Alger,2848.68311,3038.7362559999997,1208.939369,350.508451,9601,MI,1258,3223.0,2949.0,9.0,274.0
39,Allamakee,3100.30508,4014.4397270000004,347.3983913,0.0,14330,IA,810,7703.0,7325.0,5.0,378.0
40,Allegan,22211.446190000002,29150.6381,75.8044155,0.0,111408,MI,1259,60372.0,57870.0,4.0,2502.0
41,Allegany,18380.01683,23769.463030000003,387.8052013,0.0,75087,MD,1217,32391.0,30133.0,7.0,2258.0
42,Allegany,14527.75836,16196.2657,52.8832945,0.0,48946,NY,1865,20458.0,19129.0,7.0,1329.0
43,Alleghany,4485.066137,5081.642081,152.0132399,0.0,11155,NC,1929,4466.0,4192.0,6.0,274.0
44,Alleghany,3137.299083,4030.635962,193.488026,0.0,16250,VA,2872,7048.0,6691.0,5.0,357.0
45,Allegheny,87109.82527,244314.0416,0.0,0.0,1223348,PA,2287,647492.0,615407.0,5.0,32085.0
46,Allen,46989.33204,85331.03338,344.7571838,0.0,355329,IN,716,178025.0,169826.0,5.0,8199.0
47,Allen,3042.678554,3929.9252149999998,540.2754415,0.0,13371,KS,908,6606.0,6268.0,5.0,338.0
48,Allen,6638.960647,7695.088619,103.0028813,0.0,19956,KY,1015,8589.0,8168.0,5.0,421.0
49,Allen,9130.071699,11072.80924,2931.9972199999997,0.0,25764,LA,1136,8839.0,8224.0,7.0,615.0
50,Allen,12785.78482,26723.56958,0.0,0.0,106331,OH,2083,47839.0,45520.0,5.0,2319.0
51,Allendale,1869.1351079999997,3643.475535,92.56977887,0.0,10419,SC,2362,2748.0,2438.0,11.0,310.0
52,Alpena,5257.223984,9647.57429,518.0442421,0.0,29598,MI,1260,13593.0,12746.0,6.0,847.0
53,Alpine,312.8881981,312.8881981,152.611752,24.66738227,1175,CA,196,546.0,506.0,7.0,40.0
54,Amador,5814.115884000001,7655.970740000001,16.20583952,0.0,38091,CA,197,14343.0,13396.0,7.0,947.0
55,Amelia,3582.7825450000005,3660.3603420000004,416.9077143,0.0,12690,VA,2873,6191.0,5914.0,5.0,277.0
56,Amherst,8329.783399,9836.068187,94.12536455,0.0,32353,VA,2874,15279.0,14549.0,5.0,730.0
57,Amite,7106.896739,7387.424198999999,1428.189764,0.0,13131,MS,1431,4515.0,4173.0,8.0,342.0
58,Anchorage,14896.12042,41010.73085,14.89539112,0.559630698,291826,AK,72,157011.0,149082.0,5.0,7929.0
59,Anderson,1791.964989,2879.718524,576.0024164,0.0,8102,KS,909,4135.0,3935.0,5.0,200.0
60,Anderson,3665.9120310000003,4590.128381,0.0,0.0,21421,KY,1016,11200.0,10733.0,4.0,467.0
61,Anderson,45355.28878,60200.550579999996,2228.565486,0.0,187126,SC,2363,88475.0,83700.0,5.0,4775.0
62,Anderson,13949.28139,21611.50752,12.13152652,0.0,75129,TN,2474,33228.0,31292.0,6.0,1936.0
63,Anderson,14417.669219999998,18479.72511,1943.782011,0.0,58458,TX,2570,22826.0,21930.0,4.0,896.0
64,Andrew,2800.0452170000003,3538.912683,221.8410892,0.0,17291,MO,1513,9925.0,9512.0,4.0,413.0
65,Andrews,2840.42798,4541.316668,36.29597494,1.115761783,14786,TX,2571,9293.0,8970.0,4.0,323.0
66,Androscoggin,14167.66133,27396.96575,0.0,0.0,107702,ME,1200,54804.0,52518.0,4.0,2286.0
67,Angelina,24256.43835,31804.2713,2016.176904,70.09123464,86771,TX,2572,37364.0,35278.0,6.0,2086.0
68,Anne Arundel,22228.49569,54366.07969,0.0,0.0,537656,MD,,,,,
69,Anoka,29638.457039999998,49907.50384,0.0,0.0,330844,MN,1342,189854.0,183013.0,4.0,6841.0
70,Anson,9793.457051000001,11740.02105,23.00106565,0.0,26948,NC,1930,10829.0,10122.0,7.0,707.0
71,Antelope,2001.8536100000001,2254.8709129999997,1052.688948,0.0,6685,NE,1686,3595.0,3503.0,3.0,92.0
72,Antrim,6265.8095490000005,7871.042893000001,32.25958462,0.0,23580,MI,1261,9972.0,9227.0,8.0,745.0
73,Apache,39056.44592,42153.08356,28795.757960000003,19603.647259999998,71518,AZ,103,20518.0,17796.0,13.0,2722.0
74,Appanoose,3266.778938,4132.7399780000005,718.4156554,0.0,12887,IA,811,6228.0,5920.0,5.0,308.0
75,Appling,5847.372039,6748.150170999999,709.9637421,0.0,18236,GA,402,8673.0,8040.0,7.0,633.0
76,Appomattox,3867.730978,4413.9898060000005,112.51129340000001,0.0,14973,VA,2875,7038.0,6694.0,5.0,344.0
77,Aransas,7549.6506469999995,8600.689961,0.9907783090000001,0.0,23158,TX,2573,10051.0,9543.0,5.0,508.0
78,Arapahoe,24873.537180000003,92322.68398999999,274.3204977,1.307313694,572003,CO,256,334230.0,321794.0,4.0,12436.0
79,Archer,1829.575953,2216.238234,445.397216,0.45321246200000004,9054,TX,2574,4119.0,3937.0,4.0,182.0
80,Archuleta,2716.375276,3239.899947,353.7728586,0.20117304600000002,12084,CO,257,6010.0,5767.0,4.0,243.0
81,Arenac,5334.357962,5949.79535,12.94830873,0.0,15899,MI,1262,6216.0,5659.0,9.0,557.0
82,Arkansas,2918.670578,5871.204402,826.9477109000001,0.0,19019,AR,119,9487.0,9092.0,4.0,395.0
83,Arlington,174.96251759999998,10487.25686,0.0,0.0,207627,VA,2876,144282.0,140217.0,3.0,4065.0
84,Armstrong,13718.671,17248.71458,23.57499123,0.0,68941,PA,2288,33025.0,30832.0,7.0,2193.0
85,Armstrong,560.0320027,560.0320027,558.8216464,84.66923751,1901,TX,2575,975.0,949.0,3.0,26.0
86,Aroostook,18937.80531,23494.070480000002,2867.3170059999998,218.30595630000002,71870,ME,1201,31704.0,29829.0,6.0,1875.0
87,Arthur,167.3708931,167.3708931,167.3708931,166.0009329,460,NE,1687,224.0,214.0,5.0,10.0
88,Ascension,18956.78602,24800.10728,0.0,0.0,107215,LA,1137,61748.0,58625.0,5.0,3123.0
89,Ashe,9812.818916,11313.62779,679.0904363,0.0,27281,NC,1931,12310.0,11569.0,6.0,741.0
90,Ashland,10469.62709,14582.756019999999,0.0,0.0,53139,OH,2084,25973.0,24670.0,5.0,1303.0
91,Ashland,3765.5762950000003,5647.6517969999995,1806.719347,107.6956372,16157,WI,3101,7929.0,7434.0,6.0,495.0
92,Ashley,6094.712609,8445.132071,1590.58434,0.0,21853,AR,120,8146.0,7515.0,8.0,631.0
93,Ashtabula,23770.84879,33748.80001,0.0,0.0,101497,OH,2085,44344.0,41699.0,6.0,2645.0
94,Asotin,1487.162136,4600.504620000001,175.9202213,55.58854625,21623,WA,3005,9679.0,9212.0,5.0,467.0
95,Assumption,7759.275009999999,8832.249338,1252.667384,0.0,23421,LA,1138,9816.0,9044.0,8.0,772.0
96,Atascosa,13144.40931,16680.18565,1455.216128,13.766133400000001,44911,TX,2576,20520.0,19544.0,5.0,976.0
97,Atchison,2969.354662,5180.571265,565.5440639999999,0.0,16924,KS,910,7470.0,7012.0,6.0,458.0
98,Atchison,1046.774555,1719.190255,99.66886417,0.0,5685,MO,1514,2834.0,2707.0,5.0,127.0
99,Athens,20057.2435,31227.52952,796.1579432999999,0.0,64757,OH,2086,27908.0,26172.0,6.0,1736.0
100,Atkinson,3500.960277,3988.678865,914.9566377,0.0,8375,GA,403,3866.0,3644.0,6.0,222.0
101,Atlantic,42329.35076,63246.24842,96.55309853,0.0,274549,NJ,1808,127902.0,115665.0,10.0,12237.0
102,Atoka,5468.647438,6242.930662,2597.498371,45.65302539,14182,OK,2173,4862.0,4546.0,7.0,316.0
103,Attala,6040.489815999999,8614.884725,614.2307954,0.0,19564,MS,1432,6985.0,6453.0,8.0,532.0
104,Audrain,5244.588611,7812.167818000001,435.90744620000004,0.0,25529,MO,1515,11316.0,10792.0,5.0,524.0
105,Audubon,1466.355887,1921.326021,88.86653374,0.0,6119,IA,812,3239.0,3110.0,4.0,129.0
106,Auglaize,4058.970818,8035.827226,0.0,0.0,45949,OH,2087,24452.0,23553.0,4.0,899.0
107,Augusta,15383.2819,17795.06214,558.8079407,0.0,73750,VA,2877,36642.0,35139.0,4.0,1503.0
108,Aurora,910.5882962999999,910.5882962999999,909.3892229,752.9184325,2710,SD,2407,1568.0,1533.0,2.0,35.0
109,Austin,5826.97283,7604.606401999999,693.5752727000001,0.0,28417,TX,2577,14030.0,13386.0,5.0,644.0
110,Autauga,10081.25411,12737.59332,2517.2328030000003,0.0,54571,AL,2,25602.0,24272.0,5.0,1330.0
111,Avery,6149.12158,6888.432818000001,0.0,0.0,17797,NC,1932,7531.0,7084.0,6.0,447.0
112,Avoyelles,16215.179030000001,19925.42209,869.1541725,0.0,42073,LA,1139,15989.0,14787.0,8.0,1202.0
113,Baca,604.4169472,1089.0275689999999,316.2567746,94.20580364,3788,CO,258,1969.0,1929.0,2.0,40.0
114,Bacon,3678.5316759999996,4722.970349,181.27101240000002,0.0,11096,GA,404,4896.0,4615.0,6.0,281.0
115,Bailey,900.2267887,2707.653182,187.816713,4.413880849,7165,TX,2578,2798.0,2678.0,4.0,120.0
116,Baker,8019.604418999999,9040.565364,2124.118162,21.95217671,27115,FL,335,11174.0,10549.0,6.0,625.0
117,Baker,1913.036508,1913.036508,1501.617507,0.0,3451,GA,405,1124.0,1042.0,7.0,82.0
118,Baker,3075.363724,5333.727086,1620.456433,920.0306016000001,16134,OR,2249,6672.0,6222.0,7.0,450.0
119,Baldwin,43631.89488,51981.07063,1134.3909230000002,2.3168165530000002,182265,AL,3,87705.0,82843.0,6.0,4862.0
120,Baldwin,10683.67563,17330.19183,18.01657492,0.0,45720,GA,406,17750.0,16391.0,8.0,1359.0
121,Ballard,2698.5743420000003,2841.0524219999998,210.3569724,0.0,8249,KY,1017,3604.0,3357.0,7.0,247.0
122,Baltimore City,7609.12,97996.01,0.0,0.0,620961,MD,,,,,
123,Baltimore,29873.43,101295.64,0.0,0.0,805029,MD,1219,446382.0,422797.0,5.0,23585.0
123,Baltimore,29873.43,101295.64,0.0,0.0,805029,MD,1240,294550.0,272395.0,8.0,22155.0
124,Bamberg,4847.038605,6505.192677,151.3624029,0.0,15987,SC,2364,5460.0,4888.0,11.0,572.0
125,Bandera,6346.446835,6875.779487000001,967.7833627999998,318.387983,20485,TX,2579,9171.0,8807.0,4.0,364.0
126,Banks,7053.931072,7089.970067,379.2278985,0.0,18395,GA,407,8222.0,7764.0,6.0,458.0
127,Banner,300.9166689,300.9166689,300.9166689,130.3250361,690,NE,1688,440.0,425.0,3.0,15.0
128,Bannock,9821.903703,22307.43604,1198.429897,2.703997217,82839,ID,569,41861.0,40167.0,4.0,1694.0
129,Baraga,1920.855513,2496.581613,339.2256359,25.76378681,8860,MI,1263,3291.0,2991.0,9.0,300.0
130,Barber,671.1852511,1051.104208,202.69352450000002,4.036622457,4861,KS,911,2662.0,2549.0,4.0,113.0
131,Barbour,8705.797595999999,11377.77601,2993.332113,0.0,27457,AL,4,8609.0,7844.0,9.0,765.0
132,Barbour,5501.372153,6863.751806,52.79397593,0.0,16589,WV,3044,6883.0,6373.0,7.0,510.0
133,Barnes,1139.785917,1974.453798,749.4368655000001,205.142804,11066,ND,2029,5647.0,5466.0,3.0,181.0
134,Barnstable,22765.10254,34029.54085,0.0,0.0,215888,MA,1242,111567.0,104763.0,6.0,6804.0
135,Barnwell,7317.949812999999,9106.964340999999,3.1543610980000003,0.0,22621,SC,2365,8377.0,7625.0,9.0,752.0
136,Barren,10322.20097,13181.4783,853.4648419,0.0,42173,KY,1018,18393.0,17439.0,5.0,954.0
137,Barron,9441.940356000001,13181.68658,556.0766546,0.0,45870,WI,3102,24478.0,23258.0,5.0,1220.0
138,Barrow,15723.9728,20101.48532,0.0,0.0,69367,GA,408,36122.0,34224.0,5.0,1898.0
139,Barry,12508.04158,14652.18571,5.662242968999999,0.0,59173,MI,1264,30170.0,28874.0,4.0,1296.0
140,Barry,11009.91798,13891.808630000001,94.36508611,0.0,35597,MO,1516,14918.0,14171.0,5.0,747.0
141,Bartholomew,10434.42388,17874.746740000002,261.274206,0.0,76794,IN,717,43580.0,42004.0,4.0,1576.0
142,Barton,4035.619154,7264.226318999999,688.0754212,0.0,27674,KS,912,14591.0,13976.0,4.0,615.0
143,Barton,3383.2062159999996,4672.370686,723.7162011,0.0,12402,MO,1517,5329.0,5040.0,5.0,289.0
144,Bartow,25874.47335,31342.248330000002,0.0,0.0,100157,GA,409,46858.0,44103.0,6.0,2755.0
145,Bastrop,25815.999480000002,26963.53053,7260.658961,0.0,74171,TX,2580,37507.0,36053.0,4.0,1454.0
146,Bates,3358.0040000000004,5631.836969,210.28655919999997,0.0,17049,MO,1518,8154.0,7658.0,6.0,496.0
147,Bath,5599.044040999999,5885.392796,8.075243796,0.0,11591,KY,1019,4713.0,4352.0,8.0,361.0
148,Bath,1227.65852,1302.053588,198.9485535,0.0,4731,VA,2878,2536.0,2433.0,4.0,103.0
149,Baxter,12452.0919,15923.49724,480.5990693,0.0,41513,AR,121,16217.0,15329.0,6.0,888.0
150,Bay,21995.918569999998,40360.921460000005,2401.5307989999997,0.0,168852,FL,336,87546.0,82751.0,6.0,4795.0
151,Bay,14293.89581,27193.904789999997,23.87689481,0.0,107771,MI,1265,52117.0,49111.0,6.0,3006.0
152,Bayfield,3998.869396,4399.86319,1185.020457,10.5006803,15014,WI,3103,7535.0,6909.0,8.0,626.0
153,Baylor,423.57179979999995,1024.128134,89.62388107,0.010834625,3726,TX,2581,1625.0,1568.0,4.0,57.0
154,Beadle,2151.040509,4650.855699000001,811.6794346,50.88626065,17398,SD,2408,9452.0,9202.0,3.0,250.0
155,Bear Lake,1245.2116449999999,1898.4119699999999,540.4829388999999,84.33186583,5986,ID,,,,,
156,Beaufort,11706.92504,15869.940540000001,569.6404129,0.0,47759,NC,1933,20117.0,18791.0,7.0,1326.0
157,Beaufort,29965.967389999998,41101.05044,172.56251559999998,0.0,162233,SC,2366,71661.0,67748.0,6.0,3913.0
158,Beauregard,9913.069997,11486.80167,4444.00835,0.0,35654,LA,1140,15218.0,14253.0,6.0,965.0
159,Beaver,1195.347929,1619.535439,654.6267738,32.97530554,5636,OK,2174,3023.0,2941.0,3.0,82.0
160,Beaver,31436.77539,41602.696560000004,0.0,0.0,170539,PA,2289,85780.0,80594.0,6.0,5186.0
161,Beaver,751.3654994,1473.330943,321.0637722,0.0,6629,UT,2825,3123.0,3005.0,4.0,118.0
162,Beaverhead,1877.9775969999998,2494.03905,697.5710774,598.8802792,9246,MT,1628,4973.0,4802.0,3.0,171.0
163,Becker,8510.725557,9878.992149,3983.445309,203.6052769,32504,MN,1343,18399.0,17597.0,4.0,802.0
164,Beckham,3071.064782,6261.063503,140.67834150000002,0.0,22119,OK,2175,12210.0,11587.0,5.0,623.0
165,Bedford City,302.7179108,1814.636384,0.0,0.0,6222,VA,,,,,
166,Bedford,14680.29501,16581.89138,1829.1835350000001,0.0,49762,PA,2290,24125.0,22660.0,6.0,1465.0
167,Bedford,11554.94135,15729.14086,313.83892230000004,0.0,45058,TN,2475,19375.0,18127.0,6.0,1248.0
168,Bedford,15356.733080000002,16315.568469999998,307.7221818,0.0,68676,VA,2879,38228.0,36531.0,4.0,1697.0
169,Bee,5804.828019,10151.98393,1703.1728879999998,0.0,31861,TX,2582,10373.0,9732.0,6.0,641.0
170,Belknap,10762.747309999999,13136.36358,0.0,0.0,60088,NH,1797,31461.0,30413.0,3.0,1048.0
171,Bell,12546.86295,15170.79241,861.3507766000001,0.0,28691,KY,1020,8815.0,8068.0,9.0,747.0
172,Bell,63512.6027,91938.87743,1646.839735,0.0,310235,TX,2583,136155.0,129832.0,5.0,6323.0
173,Belmont,14654.3559,21386.16559,84.75134058,0.0,70400,OH,2088,31148.0,29174.0,6.0,1974.0
174,Beltrami,12325.16848,15480.6564,2230.536814,192.11486680000002,44442,MN,1344,23502.0,22353.0,5.0,1149.0
175,Ben Hill,5913.265907999999,8366.416815,196.39649,0.0,17634,GA,,,,,
176,Benewah,2668.783264,3330.472325,1251.434861,0.0,9285,ID,571,4035.0,3767.0,7.0,268.0
177,Bennett,1753.436471,1753.436471,1693.369893,1228.106323,3431,SD,2409,1129.0,1072.0,5.0,57.0
178,Bennington,6824.972598,8738.551738,37.1140326,0.0,37125,VT,2856,18565.0,17782.0,4.0,783.0
179,Benson,4039.9019909999997,4040.2881399999997,1455.406485,661.6326291,6660,ND,2030,2481.0,2367.0,5.0,114.0
180,Bent,1558.390765,2699.02799,273.1269082,18.30329449,6499,CO,259,1731.0,1663.0,4.0,68.0
181,Benton,41120.2027,62192.65182000001,153.7000614,0.0,221339,AR,122,121826.0,117246.0,4.0,4580.0
182,Benton,3526.9274960000002,4385.139673,765.9005957,0.0,26076,IA,813,13780.0,13240.0,4.0,540.0
183,Benton,1219.272193,1816.858021,32.26286188,0.0,8854,IN,718,4578.0,4373.0,5.0,205.0
184,Benton,6025.203082999999,9748.247651,246.2748248,0.0,38451,MN,1345,21589.0,20633.0,4.0,956.0
185,Benton,6264.736159,7445.399537,423.8354265,0.0,19056,MO,1519,7195.0,6725.0,7.0,470.0
186,Benton,4905.350997,5080.573496,1946.8727390000001,0.0,8729,MS,1433,2984.0,2746.0,8.0,238.0
187,Benton,6858.007390000001,14244.65655,615.9749049,16.66023462,85579,OR,2250,45433.0,43515.0,4.0,1918.0
188,Benton,5054.216179,6174.4052759999995,546.7823609000001,0.0,16489,TN,2476,6753.0,6235.0,8.0,518.0
189,Benton,13731.6037,28817.079380000003,196.1858935,0.102841024,175177,WA,3006,91760.0,85591.0,7.0,6169.0
190,Benzie,4799.26987,5418.29367,0.0,0.0,17525,MI,1266,8660.0,8056.0,7.0,604.0
191,Bergen,9970.413191,58325.51701,0.0,0.0,905116,NJ,1809,483915.0,461124.0,5.0,22791.0
192,Berkeley,30947.58235,46680.890419999996,2914.480009,16.77284365,177843,SC,2367,93501.0,88358.0,6.0,5143.0
193,Berkeley,19114.26678,25942.31605,0.0,0.0,104169,WV,3045,53787.0,51146.0,5.0,2641.0
194,Berks,31221.763860000003,59488.464620000006,0.0,0.0,411442,PA,2291,212498.0,202014.0,5.0,10484.0
195,Berkshire,16095.043909999999,25180.29066,485.60720419999996,0.0,131219,MA,1243,65270.0,61751.0,5.0,3519.0
196,Bernalillo,50407.93977,147861.5339,1545.887813,0.0,662564,NM,1830,320916.0,302038.0,6.0,18878.0
197,Berrien,7500.922883,8875.958687999999,1017.2773599999999,0.0,19286,GA,411,7045.0,6540.0,7.0,505.0
198,Berrien,26650.84222,45139.18836,0.0,0.0,156813,MI,1267,73276.0,69456.0,5.0,3820.0
199,Bertie,10053.12793,10472.97632,1010.441916,0.0,21282,NC,1934,8603.0,7981.0,7.0,622.0
200,Bethel,7641.677326999999,7722.099262000001,5957.11239,4617.9001149999995,17013,AK,73,7377.0,6314.0,14.0,1063.0
201,Bexar,248781.4843,518958.4162,4330.1006130000005,0.0,1714773,TX,2584,878118.0,844697.0,4.0,33421.0
202,Bibb,6123.032176,7584.1301109999995,110.6838406,0.0,22915,AL,5,8572.0,8005.0,7.0,567.0
203,Bibb,18646.265059999998,50992.93544,0.0,0.0,155547,GA,412,67932.0,63413.0,7.0,4519.0
204,Bienville,5417.1396700000005,6457.561799,1056.307853,0.0,14353,LA,1141,5810.0,5329.0,8.0,481.0
205,Big Horn,4611.295442000001,5477.672283,2960.2687079999996,472.8777654,12865,MT,,,,,
206,Big Horn,2179.084693,2751.8374329999997,775.0752093,94.9312099,11668,WY,,,,,
207,Big Stone,1220.577188,1502.046752,848.5067583999999,0.0,5269,MN,,,,,
208,Billings,166.27752780000003,166.27752780000003,166.27752780000003,147.936359,783,ND,2031,468.0,454.0,3.0,14.0
209,Bingham,12764.653540000001,16234.517109999999,793.1104547,26.89922302,45607,ID,572,22039.0,21126.0,4.0,913.0
210,Black Hawk,17541.34723,36415.3768,797.1513035,0.0,131090,IA,,,,,
211,Blackford,1917.3651739999998,2673.9562309999997,6.038295325,0.0,12766,IN,719,5242.0,4926.0,6.0,316.0
212,Bladen,14120.09126,16334.51929,815.1675339,0.0,35190,NC,1935,14740.0,13567.0,8.0,1173.0
213,Blaine,3083.1944559999997,4133.617975,419.17555219999997,137.52703799999998,21376,ID,573,11815.0,11391.0,4.0,424.0
214,Blaine,2318.000407,2395.171355,1303.8369710000002,1180.532543,6491,MT,1630,2393.0,2273.0,5.0,120.0
215,Blaine,203.0834889,203.0834889,203.0834889,203.0834889,478,NE,1689,268.0,256.0,5.0,12.0
216,Blaine,3373.384882,4055.0326170000003,2069.03108,0.193255948,11943,OK,2176,4486.0,4314.0,4.0,172.0
217,Blair,17292.80604,33516.63076,0.0,0.0,127089,PA,2292,60989.0,57845.0,5.0,3144.0
218,Blanco,2576.09339,2911.381371,201.13343390000003,0.0,10497,TX,2585,5763.0,5583.0,3.0,180.0
219,Bland,2319.797052,2327.749698,942.8647828,0.0,6824,VA,2880,2781.0,2623.0,6.0,158.0
220,Bleckley,2701.8629530000003,3592.1160159999995,57.08477805,0.0,13063,GA,413,4372.0,3999.0,9.0,373.0
221,Bledsoe,6298.197690999999,6803.675813,346.6221198,0.0,12876,TN,2477,4243.0,3906.0,8.0,337.0
222,Blount,17646.66234,19281.5813,13.42062733,0.0,57322,AL,6,24473.0,23152.0,5.0,1321.0
223,Blount,26943.606939999998,33402.66423,8.141990245,0.0,123010,TN,2478,59428.0,56355.0,5.0,3073.0
224,Blue Earth,14560.517069999998,20211.8196,430.9885738,0.0,64013,MN,,,,,
225,Boise,2338.6293539999997,2338.6293539999997,2148.649425,1198.815916,7028,ID,574,3050.0,2855.0,6.0,195.0
226,Bolivar,13056.38813,16992.81826,4962.758697,0.0,34145,MS,1434,13389.0,12338.0,8.0,1051.0
227,Bollinger,4732.214775,5057.793089,1334.64463,0.0,12363,MO,1520,5556.0,5245.0,6.0,311.0
228,Bon Homme,2457.829012,2457.829012,2116.931479,470.4944146000001,7070,SD,,,,,
229,Bond,3772.918821,4572.524898,398.83666139999997,0.0,17768,IL,614,7779.0,7366.0,5.0,413.0
230,Bonner,9869.914915000001,12275.11061,1985.9085510000002,256.3164088,40877,ID,575,18525.0,17405.0,6.0,1120.0
231,Bonneville,13999.63626,25968.17892,412.71624360000004,174.4766988,104234,ID,576,50961.0,49163.0,4.0,1798.0
232,Boone,10910.125970000001,13050.05478,2446.588608,0.0,36903,AR,123,15844.0,15072.0,5.0,772.0
233,Boone,2722.257762,5162.733085,60.16237487,0.0,26306,IA,815,15322.0,14856.0,3.0,466.0
234,Boone,4891.81281,9557.875604,0.0,0.0,54165,IL,615,26333.0,24616.0,7.0,1717.0
235,Boone,4758.110807999999,7476.929064,4.2772135,0.0,56640,IN,720,33494.0,32258.0,4.0,1236.0
236,Boone,10755.2929,17402.67327,0.0,0.0,118811,KY,1021,64971.0,62311.0,4.0,2660.0
237,Boone,29862.3778,48030.435730000005,660.7764337,0.0,162642,MO,1521,98904.0,95425.0,4.0,3479.0
238,Boone,920.1400492999999,1252.452365,488.94061370000003,1.3751392130000002,5505,NE,1690,3011.0,2937.0,3.0,74.0
239,Boone,7732.293674,8432.919315000001,73.54754108,0.0,24629,WV,3046,8166.0,7371.0,10.0,795.0
240,Borden,178.4343968,178.4343968,178.4343968,120.1036716,641,TX,2586,412.0,400.0,3.0,12.0
