,County,People 1 Mile and More,People 1/2 Mile and More,People 10 Miles and More,People 20 Miles and More,Population,State
1520,Klamath,12757.33816,19867.25791,4422.377532,2639.377688,66380,OR
1521,Kleberg,7005.367173999999,12907.512490000001,485.26103430000006,0.0,32061,TX
1522,Klickitat,5218.669743,6391.825322,1227.196942,195.90767780000002,20318,WA
1523,Knott,7626.68978,7989.831071,26.65240429,0.0,16346,KY
1524,Knox,4818.615306000001,11558.50447,622.1168146000001,0.0,52919,IL
1525,Knox,5479.402055,11245.20055,135.158573,0.0,38440,IN
1526,Knox,12257.03147,15219.47591,332.8820423,0.0,31883,KY
1527,Knox,8012.766764,10045.72959,463.2261631,0.0,39736,ME
1528,Knox,1538.528955,1716.295725,440.2785529,0.0,4131,MO
1529,Knox,2886.142633,3093.188984,2507.570364,607.9023123,8701,NE
1530,Knox,11587.8863,16532.93742,237.1072944,0.0,60921,OH
1531,Knox,63027.73874,114215.0809,0.0,0.0,432226,TN
1532,Knox,522.8340291999999,873.9849227,225.4743255,36.10981858,3719,TX
1533,Kodiak Island,688.6934711,2165.207045,366.02207880000003,303.6777603,13592,AK
1534,Koochiching,2895.857242,3789.6507079999997,1230.337668,408.44909839999997,13311,MN
1535,Kootenai,22411.50332,35348.42388,917.4096463999999,0.0,138494,ID
1536,Kosciusko,17699.844409999998,20714.50373,541.7860357000001,0.0,77358,IN
1537,Kossuth,2669.362631,3687.3386060000003,1483.031984,5.969691715,15543,IA
1538,La Crosse,9195.399083,24067.6392,116.8660166,0.0,114638,WI
1539,La Paz,7727.607120000001,9314.251167,3676.2246119999995,2016.743211,20489,AZ
1540,La Plata,8295.492627,11101.77064,1039.556766,13.95734272,51334,CO
1541,La Salle,14589.38171,23039.27868,1071.804511,0.0,113924,IL
1542,La Salle,4024.5599159999997,5356.019448,232.92710669999997,0.0,14890,LA
1543,La Salle,2511.4971760000003,3710.9186799999998,1275.979637,1194.717083,6886,TX
1544,LaGrange,13022.003709999999,14010.892730000001,161.53129769999998,0.0,37128,IN
1545,LaMoure,1115.5426400000001,1115.5426400000001,1115.5045810000001,799.0923280000001,4139,ND
1546,LaPorte,17895.34476,28373.655939999997,412.1471127,0.0,111467,IN
1547,Labette,3802.5708950000003,6683.643379,525.5244798,0.0,21607,KS
1548,Lac qui Parle,1070.171061,1445.779506,282.9148535,0.0,7259,MN
1549,Lackawanna,15357.76733,44877.7459,0.0,0.0,214437,PA
1550,Laclede,10101.194309999999,12234.57337,1183.630553,20.36487591,35571,MO
1551,Lafayette,2270.254243,2994.803529,678.6761740000001,0.0,7645,AR
1552,Lafayette,2321.71702,2544.028813,143.6914495,0.0,8870,FL
1553,Lafayette,29166.7532,55366.345,0.0,0.0,221578,LA
1554,Lafayette,5895.391293,7891.543545,499.2582312,0.0,33381,MO
1555,Lafayette,15250.93848,19106.036969999997,914.4274810000001,0.0,47351,MS
1556,Lafayette,4117.860693,4581.942895,702.6926178,0.0,16836,WI
1557,Lafourche,19868.02069,28685.96956,14.06807642,0.0,96318,LA
1558,Lake and Peninsula,748.8588642000001,748.8588642000001,748.8588642000001,748.7083235,1631,AK
1559,Lake of the Woods,1021.583454,1088.616733,592.5887761,45.46810494,4045,MN
1560,Lake,14900.08954,21390.80777,22.82749406,9.675057937,64665,CA
1561,Lake,3033.786701,3105.840609,64.00163984,0.0,7310,CO
1562,Lake,57956.21513,77076.37289,430.1153005,0.0,297052,FL
1563,Lake,41825.66148,96283.23024,0.0,0.0,703462,IL
1564,Lake,45598.317039999994,107523.1212,0.0,0.0,496005,IN
1565,Lake,4829.095754,5261.65902,809.5630931,0.0,11539,MI
1566,Lake,1236.672064,2106.202112,222.4001767,33.20040257,10866,MN
1567,Lake,8897.601035,11257.03013,1451.301631,2.6964896769999998,28746,MT
1568,Lake,19795.94195,36792.84459,0.0,0.0,230041,OH
1569,Lake,2267.705716,2721.014999,1647.099094,1465.345474,7895,OR
1570,Lake,1217.119915,2697.842202,303.4800865,0.0,11200,SD
1571,Lake,1829.239643,2520.109181,6.763726232000001,0.0,7832,TN
1572,Lamar,5113.0037600000005,6133.15981,52.19318532,0.0,14564,AL
1573,Lamar,5264.242888000001,6717.021145000001,0.40281751299999996,0.0,18317,GA
1574,Lamar,11763.80637,16367.20222,830.6258015999999,0.0,55658,MS
1575,Lamar,11074.9044,16501.13237,3311.470411,1.337033946,49793,TX
1576,Lamb,1940.228381,4065.7126479999997,111.27300179999999,0.0,13977,TX
1577,Lamoille,5197.231659,6423.999329,109.47299070000001,0.0,24475,VT
1578,Lampasas,4675.698592,5934.846115,1089.0510789999998,29.49809371,19677,TX
1579,Lancaster,12750.8626,55071.69007999999,786.0157211000001,0.0,285407,NE
1580,Lancaster,59050.26999,98968.54699,0.0,0.0,519445,PA
1581,Lancaster,19476.80227,25642.52083,139.13047580000003,0.0,76652,SC
1582,Lancaster,2805.690098,3052.275305,28.10349242,0.0,11391,VA
1583,Lander,623.6535092,849.204248,242.5943383,159.57156569999998,5775,NV
1584,Lane,638.6502016,638.6502016,638.6502016,544.6646278,1750,KS
1585,Lane,34145.320230000005,77059.59062,3296.609223,0.056880383,351715,OR
1586,Langlade,3649.2811469999997,5653.377021,1689.3408359999999,0.0,19977,WI
1587,Lanier,3032.8331,4510.308027,60.18433747,0.0,10078,GA
1588,Lapeer,17402.49667,21063.15581,0.0,0.0,88319,MI
1589,Laramie,7936.155348,17872.332280000002,999.9989081,66.95934658,91738,WY
1590,Larimer,25043.33871,64354.09474,977.37406,407.64939389999995,299630,CO
1591,Larue,3699.976885,5142.0395,80.61978917,0.0,14193,KY
1592,Las Animas,3088.681662,5171.109921,1079.028267,352.77043169999996,15507,CO
1593,Lassen,12105.44949,13529.87192,2270.548243,1386.562885,34895,CA
1594,Latah,4024.772342,8792.804245000001,1233.291011,0.0,37244,ID
1595,Latimer,3231.0367149999997,3899.118537,818.1887686000001,0.0,11154,OK
1596,Lauderdale,19829.599290000002,29301.432569999997,614.4858436000001,0.0,92709,AL
1597,Lauderdale,20632.02985,30083.4967,1167.898677,0.0,80261,MS
1598,Lauderdale,8059.274077,10906.64186,20.48881308,0.0,27815,TN
1599,Laurel,19842.25375,24390.03599,80.35877665,0.0,58849,KY
1600,Laurens,13444.44779,17977.272090000002,382.910339,0.0,48434,GA
1601,Laurens,23965.53116,27340.59524,15.86463179,0.0,66537,SC
1602,Lavaca,4094.162335,5553.49094,731.0577889,0.919559894,19263,TX
1603,Lawrence,11585.72952,12768.99092,475.06722469999994,0.0,34339,AL
1604,Lawrence,5122.452322,6971.175826000001,2138.650596,0.0,17415,AR
1605,Lawrence,4131.554053,4562.769203,15.05278664,0.0,16833,IL
1606,Lawrence,10545.530359999999,14299.96921,330.7393367,0.0,46134,IN
1607,Lawrence,6262.855743,7735.528798,920.279472,0.0,15860,KY
1608,Lawrence,9768.602861,13904.114880000001,272.5455374,0.0,38634,MO
1609,Lawrence,4774.182152,5192.055119,1193.563316,0.0,12929,MS
1610,Lawrence,14162.439919999999,19728.72224,1336.24011,0.0,62450,OH
1611,Lawrence,22149.22712,28348.359819999998,0.0,0.0,91108,PA
1612,Lawrence,3647.6247700000004,5994.5624,173.7523862,0.001581795,24097,SD
1613,Lawrence,14053.83787,16656.71476,617.1593372000001,0.0,41869,TN
1614,Le Flore,15827.076509999999,19148.410369999998,2218.8751859999998,111.18018970000001,50384,OK
1615,Le Sueur,2247.3840920000002,3894.8164799999995,0.0,0.0,27703,MN
1616,Lea,8491.662295,19991.74115,821.5939717,620.4343809,64727,NM
1617,Leake,10663.65128,11883.890959999999,1333.434207,0.0,23805,MS
1618,Leavenworth,7500.683062,14414.45808,58.20885716,0.0,76227,KS
1619,Lebanon,13551.9528,22977.14985,0.0,0.0,133568,PA
1620,Lee,33032.808730000004,46221.39138,180.50697240000002,0.0,140247,AL
1621,Lee,4596.2653740000005,5992.5901810000005,582.1241545,0.0,10424,AR
1622,Lee,91690.632,156785.7578,0.0,0.0,618754,FL
1623,Lee,4224.3996560000005,5637.287641,2.98831718,0.0,28298,GA
1624,Lee,4700.4956649999995,7763.083433,730.1448861,0.0,35862,IA
1625,Lee,5499.517857,7727.4399650000005,221.95468680000002,0.0,36031,IL
1626,Lee,3630.895568,4127.966496,0.504143824,0.0,7887,KY
1627,Lee,20339.7155,27907.16877,0.0,0.0,82910,MS
1628,Lee,14660.95261,19890.78777,0.0,0.0,57866,NC
1629,Lee,8721.352942,10023.58523,506.81366569999994,0.0,19220,SC
1630,Lee,2854.3213140000003,4052.228907,337.04947169999997,0.0,16612,TX
1631,Lee,8612.978777,9566.861564,0.0,0.0,25587,VA
1632,Leelanau,4508.678116,4785.409477,865.1715569,0.0,21708,MI
1633,Leflore,10617.00807,18831.76394,1051.386149,0.0,32317,MS
1634,Lehigh,20812.5614,56982.518220000005,65.93570273,0.0,349497,PA
1635,Lemhi,2691.288395,3213.528392,1033.601105,506.61223739999997,7936,ID
1636,Lenawee,18499.172980000003,24385.80518,2.4910122230000002,0.0,99892,MI
1637,Lenoir,14206.087980000002,19188.90857,0.0,0.0,59495,NC
1638,Leon,32607.69568,73839.35727000001,282.9553039,0.0,275487,FL
1639,Leon,4859.038711,5688.615614,1312.1596710000001,0.0,16801,TX
1640,Leslie,6024.300621,6324.382364,212.3807423,0.0,11310,KY
1641,Letcher,9436.445131,10603.54516,0.0,0.0,24519,KY
1642,Levy,14664.42603,16735.186840000002,1797.794825,231.75294449999998,40801,FL
1643,Lewis and Clark,7954.485029,12546.084209999999,1275.300424,957.7674678999999,63395,MT
1644,Lewis,1018.2843119999999,1243.983284,721.2988749,21.13782182,3821,ID
1645,Lewis,5691.389913,6637.746094,112.99759350000001,0.0,13870,KY
1646,Lewis,3265.514672,3747.3983270000003,1654.045583,22.15729781,10211,MO
1647,Lewis,8225.491212,9076.920434,1471.747196,0.0,27087,NY
1648,Lewis,3551.795283,4587.963398,21.07389284,0.0,12161,TN
1649,Lewis,16227.39463,21139.66555,2159.193969,0.027363347000000003,75455,WA
1650,Lewis,5056.201946,6043.447124,321.60731489999995,0.0,16372,WV
1651,Lexington,44568.14248,63427.17072,18.547448499999998,0.0,262391,SC
1652,Lexington,10.56951135,668.7475129,0.0,0.0,7042,VA
1653,Liberty,2981.703307,3325.26792,648.0467347,0.738293785,8365,FL
1654,Liberty,18128.074259999998,23775.26286,65.97858193,0.0,63453,GA
1655,Liberty,576.5579703,810.3520413,459.6293132,276.384166,2339,MT
1656,Liberty,19908.01565,23692.25024,2616.106478,0.0,75643,TX
1657,Licking,18984.63979,32550.007889999997,73.70081032,0.0,166492,OH
1658,Limestone,20077.224830000003,23849.31112,159.8895571,0.0,82782,AL
1659,Limestone,4561.864708,7389.778739,1489.962825,0.0,23384,TX
1660,Lincoln,7400.248688,7468.256149,2916.100405,0.0,14134,AR
1661,Lincoln,866.9334802999999,1285.4353609999998,369.66456610000006,200.92171100000002,5467,CO
1662,Lincoln,2965.314264,3404.8841820000002,281.51320110000006,0.0,7996,GA
1663,Lincoln,2188.249188,2188.249188,2123.301356,473.80858279999995,5208,ID
1664,Lincoln,543.385387,656.6847118,277.2916513,1.2678373090000001,3241,KS
1665,Lincoln,9840.424473000001,10985.44163,311.175871,0.0,24742,KY
1666,Lincoln,14746.07968,18190.24775,327.9572288,0.0,46735,LA
1667,Lincoln,8652.309699,9620.984472,502.9232437,0.0,34457,ME
1668,Lincoln,1539.8828640000002,1539.8828640000002,1493.109025,482.31735819999994,5896,MN
1669,Lincoln,13108.78016,14709.74391,696.0936857,0.0,52566,MO
1670,Lincoln,11058.15915,13845.65815,1871.9998620000001,0.0,34869,MS
1671,Lincoln,5502.871581,7261.878454000001,1094.207496,275.14327260000005,19687,MT
1672,Lincoln,20461.72418,24293.07043,0.0,0.0,78265,NC
1673,Lincoln,4104.068343,8390.870883,940.4471437999999,311.4918322,36288,NE
1674,Lincoln,6379.42186,7155.688805,1243.449903,288.9587723,20497,NM
1675,Lincoln,1849.320949,1849.320949,1849.320949,1849.320949,5345,NV
1676,Lincoln,10338.25077,11846.523220000001,2712.595592,0.0,34273,OK
1677,Lincoln,8507.720491,11298.54138,466.57675070000005,0.0,46034,OR
1678,Lincoln,5072.954261,6555.755542,9.490809552,0.0,44828,SD
1679,Lincoln,8792.754639,10250.266609999999,1572.661918,0.0,33361,TN
1680,Lincoln,2648.171918,2964.733671,2362.163,657.8435883999999,10570,WA
1681,Lincoln,4556.361989999999,6766.55727,566.9632679,0.0,28743,WI
1682,Lincoln,9168.43017,10424.649159999999,0.0,0.0,21720,WV
1683,Lincoln,3512.2845399999997,4282.845509000001,466.9663017,274.5317978,18106,WY
1684,Linn,18291.414269999997,37652.57516,0.256060032,0.0,211226,IA
1685,Linn,2410.20231,2664.8154059999997,1017.902101,0.0,9656,KS
1686,Linn,2456.219423,3492.221824,938.7927197,0.0,12761,MO
1687,Linn,19204.07429,31205.50869,1183.1693779999998,0.5406800420000001,116672,OR
1688,Lipscomb,1031.104775,1031.104775,1031.100915,456.544708,3302,TX
1689,Litchfield,13195.531359999999,20632.27174,0.520586792,0.0,189927,CT
1690,Little River,3735.6425329999997,5006.024363,10.48339699,0.0,13171,AR
1691,Live Oak,2107.466941,3084.0236579999996,309.9079568,0.9362662759999999,11531,TX
1692,Livingston,5689.3264469999995,8461.226546,293.0161659,0.0,38950,IL
1693,Livingston,3112.8815170000003,3346.756193,73.66913874,0.0,9519,KY
1694,Livingston,27212.74987,34391.92605,331.44932610000006,0.0,128026,LA
1695,Livingston,19335.766509999998,26020.728180000002,0.0,0.0,180967,MI
1696,Livingston,2329.3203989999997,4472.634635,245.9683775,0.0,15195,MO
1697,Livingston,13599.760330000001,16587.7418,0.0,0.0,65393,NY
1698,Llano,4743.751956,5851.931006,664.9234861000001,0.136829346,19301,TX
1699,Logan,6861.523612000001,8271.284931,563.0951627999999,0.0,22353,AR
1700,Logan,2889.141438,4730.037751,1068.114407,123.8008246,22709,CO
1701,Logan,3454.1516490000004,5356.313400999999,1125.189612,0.0,30305,IL
1702,Logan,249.7332642,567.5163492,164.9762854,100.2930392,2756,KS
1703,Logan,7996.591386,9375.086728,157.0879716,0.0,26835,KY
1704,Logan,654.1499691,654.1499691,625.1942163,322.0727682,1990,ND
1705,Logan,199.1407604,199.1407604,199.1407604,197.65029719999998,763,NE
1706,Logan,7211.2126,11475.45931,32.68908633,0.0,45858,OH
1707,Logan,11326.94538,13208.245490000001,1664.763777,0.0,41848,OK
1708,Logan,12805.72648,15353.315669999998,3.994893875,0.0,36743,WV
1709,Long,6587.140378,6587.140378,295.96428660000004,0.0,14464,GA
1710,Lonoke,13932.83519,17872.25258,537.8591446,0.0,68356,AR
1711,Lorain,30578.938889999998,63057.84861,0.0,0.0,301356,OH
1712,Los Alamos,645.0606757,1160.6421300000002,0.0,0.0,17950,NM
1713,Los Angeles,160805.3037,1227813.799,709.0306287000001,71.70950993,9818605,CA
1714,Loudon,12149.60995,14306.955619999999,0.0,0.0,48556,TN
1715,Loudoun,4257.443126,14856.0906,2.197470194,0.0,312311,VA
1716,Louisa,2642.748366,3521.4231170000003,41.50565103,0.0,11387,IA
1717,Louisa,7937.344554,8405.671666,268.7566475,0.0,33153,VA
1718,Loup,292.6110251,292.6110251,234.4491861,60.703645200000004,632,NE
1719,Love,2629.7202230000003,3398.30653,706.8498448,0.0,9423,OK
1720,Loving,0.0,0.0,0.0,0.0,82,TX
1721,Lowndes,6083.678646,6092.881892,2962.513063,0.0,11299,AL
1722,Lowndes,23002.63789,42424.6374,21.2412138,0.0,109233,GA
1723,Lowndes,15608.68855,20921.78569,131.2231353,0.0,59779,MS
1724,Lubbock,41120.131669999995,87522.39705,122.7990882,0.0,278831,TX
1725,Lucas,2205.057046,3104.431339,225.3975617,0.0,8898,IA
1726,Lucas,28269.033839999996,101848.3637,0.0,0.0,441815,OH
1727,Luce,1187.421475,1579.497027,298.5476199,33.22335378,6631,MI
1728,Lumpkin,9035.663347,10152.45154,13.94211367,0.0,29966,GA
1729,Luna,9007.182352,13345.57862,1876.697975,1256.1215960000002,25095,NM
1730,Lunenburg,4968.312538,5954.766643,1.543561785,0.0,12914,VA
1731,Luzerne,32507.31192,67740.11026,0.022529462000000004,0.0,320918,PA
1732,Lycoming,18887.1708,34657.096410000006,1478.124887,0.0,116111,PA
1733,Lyman,1564.5706810000001,1620.772487,787.4259359,468.0339222,3755,SD
1734,Lynchburg,9936.499261,24668.210759999998,0.0,0.0,75568,VA
1735,Lynn,1412.913417,1887.2971489999998,908.3172751,0.0,5915,TX
1736,Lyon,2515.145728,2855.578154,559.8043305,0.0,11581,IA
1737,Lyon,3089.837984,7951.215814,803.2997295,0.0,33690,KS
1738,Lyon,2232.6151370000002,2462.640469,24.8133667,0.0,8314,KY
1739,Lyon,3332.310849,6309.429174,1347.767154,0.788831944,25857,MN
1740,Lyon,13747.592169999998,15632.789169999998,2141.36969,78.5998155,51980,NV
1741,Mackinac,2899.810827,3438.7444090000004,1053.666719,19.06808804,11113,MI
1742,Macomb,43223.34014,138448.1708,0.0,0.0,840978,MI
1743,Macon,8516.890775,10572.55189,1220.091512,0.0,21452,AL
1744,Macon,5960.037972,7538.947026999999,47.66422775,0.0,14740,GA
1745,Macon,14291.74919,30836.16908,129.6777582,0.0,110768,IL
1746,Macon,4093.2023619999995,5084.968715,444.1639727,0.0,15566,MO
1747,Macon,10083.69129,11927.414920000001,179.97966509999998,0.0,33922,NC
1748,Macon,7708.180641,9014.733299,0.0,0.0,22248,TN
1749,Macoupin,6886.216852,10173.07396,506.76344040000004,0.0,47765,IL
1750,Madera,29547.685569999998,46290.44273,268.131281,0.0,150865,CA
1751,Madison,48660.28152,76298.54183,127.61118119999999,0.0,334811,AL
1752,Madison,5868.759,6311.42065,1882.898373,61.95356029,15717,AR
1753,Madison,6345.375986,7617.812615999999,1532.137463,0.0,19224,FL
1754,Madison,10061.10129,10930.40036,271.6514645,0.0,28120,GA
1755,Madison,1668.7471189999999,2618.985778,485.3580355,0.0,15679,IA
1756,Madison,8336.392582999999,16281.220169999999,43.15661144,0.0,37536,ID
1757,Madison,34017.49607,58329.58173,1.410374698,0.0,269282,IL
1758,Madison,15081.65489,29908.761960000003,0.0,0.0,131636,IN
1759,Madison,13899.180419999999,25234.25552,4.313393712,0.0,82916,KY
1760,Madison,1571.409202,4387.974308,77.06266666,0.0,12093,LA
1761,Madison,3677.5269759999996,4944.826516,791.2730428,0.0,12226,MO
1762,Madison,15092.42095,24006.060719999998,1909.662238,0.0,95203,MS
1763,Madison,2087.6086179999998,2178.221387,845.4436159,74.76823191,7691,MT
1764,Madison,6255.95033,6874.687691,738.9176164,0.0,20764,NC
1765,Madison,4335.227933,7321.711268000001,842.0367413999999,0.0,34876,NE
1766,Madison,14481.04957,18511.33578,5.883224858999999,0.0,73442,NY
1767,Madison,10927.8247,12824.339320000001,0.0,0.0,43435,OH
1768,Madison,17259.43122,30622.110660000002,673.4664497,0.0,98294,TN
1769,Madison,2749.150414,4003.2534969999997,440.93155199999995,0.0,13664,TX
1770,Madison,3107.88738,3343.5832960000002,85.30572268,0.0,13308,VA
1771,Magoffin,5910.839625,6543.032434000001,63.70489845,0.0,13333,KY
1772,Mahaska,3831.566928,5775.628616,880.5447370999999,0.0,22381,IA
1773,Mahnomen,1956.150956,2120.616876,1054.271346,12.86474198,5413,MN
1774,Mahoning,38682.51013,69033.54497,0.0,0.0,238823,OH
1775,Major,1680.573632,2166.563893,1077.49691,103.2266855,7527,OK
1776,Malheur,6678.751639,11608.96126,1012.771401,675.9820818,31313,OR
1777,Manassas Park,701.0438222,2140.219695,0.0,0.0,14273,VA
1778,Manassas,416.42751699999997,4764.715196,0.0,0.0,37821,VA
1779,Manatee,27664.84579,66808.49451,1846.036509,0.0,322833,FL
1780,Manistee,5543.959949,6451.073588,19.67413119,0.0,24733,MI
1781,Manitowoc,10256.295329999999,16424.77619,0.7771960790000001,0.0,81442,WI
1782,Marathon,17373.96605,27370.374819999997,1136.971186,0.0,134063,WI
1783,Marengo,6037.262167,7782.009011,3063.102508,0.0,21027,AL
1784,Maricopa,209700.0506,723134.0985,10968.8478,683.4858669,3817117,AZ
1785,Maries,2388.019538,2965.9487010000003,149.3094713,0.0,9176,MO
1786,Marin,7541.942868000001,19097.70807,88.99338927,0.0,252409,CA
1787,Marinette,9401.962431,13158.72005,2103.791767,0.356740334,41749,WI
1788,Marion,9367.247764,11770.42237,106.2215257,0.0,30776,AL
1789,Marion,5852.31905,6816.493375,915.9898274,0.0,16653,AR
1790,Marion,76844.03665,106295.025,180.65760749999998,0.0,331298,FL
1791,Marion,3910.455329,3910.455329,3645.155814,0.0,8742,GA
1792,Marion,3873.705196,6218.321954,614.0851819000001,0.0,33309,IA
1793,Marion,8881.852545,12500.51095,1731.532827,0.0,39437,IL
1794,Marion,81215.65785,242064.7956,0.0,0.0,903393,IN
1795,Marion,2880.760781,3654.194243,1032.322498,0.0,12660,KS
1796,Marion,4299.563165,5864.388334,91.79791085,0.0,19820,KY
1797,Marion,3023.4250230000002,7218.088164,407.2854376,0.038870241,28781,MO
1798,Marion,10570.06652,12886.40238,1610.2528929999999,0.0,27088,MS
1799,Marion,16519.87492,24050.59796,904.9905052000001,0.0,66501,OH
1800,Marion,27771.093810000002,81600.98973,51.42383788,0.0,315335,OR
1801,Marion,10044.27141,14786.723999999998,14.41056733,0.0,33062,SC
1802,Marion,8860.461493,10824.208999999999,0.152998934,0.0,28237,TN
1803,Marion,3927.7448679999998,4444.49839,520.7974806,0.0,10546,TX
1804,Marion,11730.71666,19040.16979,1.5660371869999998,0.0,56418,WV
1805,Mariposa,4992.459863,5349.408485,1080.509743,426.03481500000004,18251,CA
1806,Marlboro,9930.447804000001,13686.18668,126.15661750000001,0.0,28933,SC
1807,Marquette,8854.787768,14974.16644,1132.3206519999999,93.53309755,67077,MI
1808,Marquette,3959.6085729999995,4468.36362,56.51324657,0.0,15404,WI
1809,Marshall,26640.16168,35325.406689999996,0.0,0.0,93019,AL
1810,Marshall,5013.274332999999,11024.71876,1410.918189,0.0,40648,IA
1811,Marshall,2093.8121309999997,2682.6970739999997,481.15848020000004,0.0,12640,IL
1812,Marshall,9525.48075,13253.66619,602.581078,0.0,47051,IN
1813,Marshall,1415.4110039999998,2179.972338,361.749095,0.0,10117,KS
1814,Marshall,7251.343983,8379.191892,264.0353145,0.0,31448,KY
1815,Marshall,2055.878753,2395.4272920000003,1605.114035,287.98804789999997,9439,MN
1816,Marshall,13228.904779999999,14752.171380000002,2052.210496,0.0,37144,MS
1817,Marshall,3887.057389,5232.682747999999,239.70457180000002,0.0,15840,OK
1818,Marshall,1380.6267599999999,1446.131797,1056.569348,0.0,4656,SD
1819,Marshall,6662.28046,10468.95463,290.308448,0.0,30617,TN
1820,Marshall,9780.758933,13049.55566,1404.836066,0.0,33107,WV
1821,Martin,16766.49256,30601.23756,400.7092867,0.0,146318,FL
1822,Martin,1715.1722,2344.447273,111.9519085,0.0,10334,IN
1823,Martin,5646.029003000001,6373.611325,19.02774978,0.0,12929,KY
1824,Martin,3565.673893,5134.082648,1459.0992820000001,0.0,20840,MN
1825,Martin,8178.613654000001,9914.538376,27.97411719,0.0,24505,NC
1826,Martin,922.9946633,1384.4060259999999,453.8567865,103.5618662,4799,TX
1827,Martinsville,1484.19481,5423.794351,0.0,0.0,13821,VA
1828,Mason,2416.1571670000003,3477.00937,328.8221107,0.0,14666,IL
1829,Mason,4414.322636,5533.864044,73.44002185,0.0,17490,KY
1830,Mason,6761.1457709999995,8756.602641,75.42864792,0.0,28705,MI
1831,Mason,443.7334732,1046.001017,167.0655138,0.029443222999999998,4012,TX
1832,Mason,14592.303440000002,17422.2094,259.1540642,0.0,60699,WA
1833,Mason,9904.496206,11036.28665,751.8512881,0.0,27324,WV
1834,Massac,2878.690288,3858.0695170000004,222.45798739999998,0.0,15429,IL
1835,Matagorda,8358.471034,12710.52907,1864.2875920000001,0.713102283,36702,TX
1836,Matanuska-Susitna,17369.87362,20273.64409,1815.89498,264.0448793,88995,AK
1837,Mathews,2189.4658280000003,2335.34509,0.0,0.0,8978,VA
1838,Maui,19581.05368,29323.07498,989.5029958999999,0.0,154834,HI
1839,Maury,13414.7282,19570.74571,525.2710908,0.0,80956,TN
1840,Maverick,18629.46368,29613.067069999997,658.3633879,14.83260475,54258,TX
1841,Mayes,10296.38515,13206.32138,44.55544456,0.0,41259,OK
1842,McClain,7858.971878,9045.332873000001,506.5774284,0.0,34506,OK
1843,McCone,568.3299236,568.3539028,531.8858024,482.9567709,1734,MT
1844,McCook,1792.9195730000001,1793.106732,1417.175857,0.0,5618,SD
1845,McCormick,2719.550906,3309.417059,167.7680511,0.0,10233,SC
1846,McCracken,9490.821934,19712.30517,3.9002441489999997,0.0,65565,KY
1847,McCreary,10108.40753,11369.20384,634.7057877999999,0.0,18306,KY
1848,McCulloch,1036.606444,2311.250662,295.1202624,35.78275348,8283,TX
1849,McCurtain,10721.370359999999,14163.155030000002,2280.554755,1166.456521,33151,OK
1850,McDonald,8011.1117030000005,9171.029664,512.3587016,0.0,23083,MO
1851,McDonough,8406.498701,14151.194130000002,663.9986067000001,0.0,32612,IL
1852,McDowell,14063.221609999999,16397.34401,331.73571560000005,0.0,44996,NC
1853,McDowell,11696.82131,12805.372790000001,437.5983227,0.0,22113,WV
1854,McDuffie,6230.315404999999,9026.383982,52.31441179,0.0,21875,GA
1855,McHenry,29012.432160000004,42633.0123,0.0,0.0,308760,IL
1856,McHenry,1914.623674,1914.623674,1914.623674,899.4324314999999,5395,ND
1857,McIntosh,5182.077397,6161.938029999999,147.071808,0.0,14333,GA
1858,McIntosh,374.1224095,526.7713311000001,206.11564769999998,10.07730192,2809,ND
1859,McIntosh,7212.1531939999995,8128.830812,1251.344113,0.0,20252,OK
1860,McKean,7598.839742,11070.74108,51.82441276,0.0,43450,PA
1861,McKenzie,1591.5335400000001,1716.9639899999997,964.1565706,122.7997222,6360,ND
1862,McKinley,34492.28897,38205.57814,20721.1098,8264.057727,71492,NM
1863,McLean,19447.21231,38409.58217,444.0111687,0.0,169572,IL
1864,McLean,2673.858606,3198.936625,1.272837396,0.0,9531,KY
1865,McLean,1567.0081699999998,1953.6966530000002,1291.130214,285.4840774,8962,ND
1866,McLennan,46875.72782,82024.69245,920.6749979,0.0,234906,TX
1867,McLeod,4139.979321,5649.076373,291.9476075,0.0,36651,MN
1868,McMinn,15836.188090000001,19367.30223,0.0,0.0,52266,TN
1869,McMullen,204.9275342,204.9275342,200.8294385,131.8640781,707,TX
1870,McNairy,10980.178679999999,11577.86287,374.293475,0.0,26075,TN
1871,McPherson,3736.6141030000003,5758.835914,794.7371383999999,0.0,29180,KS
1872,McPherson,136.427386,136.427386,136.427386,130.092534,539,NE
1873,McPherson,682.4247818,728.9935765,604.1545952,156.51239640000003,2459,SD
1874,Meade,1078.5667310000001,1227.468209,891.2848453,3.1031143169999997,4575,KS
1875,Meade,9111.171461,9902.19043,447.2762951,0.0,28602,KY
1876,Meade,3913.3222049999995,6235.298166,806.0471441000001,531.4542282,25434,SD
1877,Meagher,938.9833426000001,938.9833426000001,938.9833426000001,937.4815576,1891,MT
1878,Mecklenburg,73971.53542999999,188634.2487,0.0,0.0,919628,NC
1879,Mecklenburg,10293.1054,12592.29493,649.1090514,0.0,32727,VA
1880,Mecosta,15664.477680000002,17713.37099,397.9036803,0.0,42798,MI
1881,Medina,16167.10633,23723.70979,0.0,0.0,172332,OH
1882,Medina,12428.64654,14944.5743,509.5838761,7.174383866,46006,TX
1883,Meeker,4390.546745000001,5295.298165,656.2310859,0.0,23300,MN
1884,Meigs,9681.856856,10960.73913,1238.914121,0.0,23770,OH
1885,Meigs,5120.3167140000005,5621.453291,30.098971000000002,0.0,11753,TN
